Sector,ID,Title,Name,Detailed Description,URL,Average Annual Charge
North America,PQVM.L,Invesco Markets III Plc,S&P 500 QVM USD,,,
North America,XSPX.L,Xtrackers,S&P 500 Swap UCITS ETF,,,
North America,USPG.L,UBS (Irl) Fund Solutions plc,S&P 500 UCITS A DIS HDG TO GBP,,,
North America,XSPU.L,Xtrackers,S&P 500 UCITS ETF,,,
North America,IUSA.L,iShares plc,S&P 500 UCITS ETF (Dist),,,
North America,XDPG.L,db x-trackers,S&P 500 UCITS ETF (DR) (GBP),,,
North America,SPXS.L,Invesco Markets,S&P 500 UCITS ETF A,,,
North America,SPXP.L,Invesco Markets plc,S&P 500 UCITS ETF A GBP,,,
North America,SP5G.L,Lyxor,S&P 500 UCITS ETF Hedged to GBP Acc,,,
North America,VUAG.L,Vanguard Funds plc,S&P 500 UCITS ETF USD ACC (GBP),,,
North America,VUSD.L,Vanguard Funds Plc,S&P 500 UCITS ETF USD DIS,,,
North America,VUSA.L,Vanguard Funds plc,S&P 500 UCITS ETF USD(GBP),,,
North America,SPY5.L,SPDR ETFs Europe I plc,S&P 500 USD,,,
Emerging Markets,EMDV.L,SSGA SPDR ETFs Europe I plc,S&P Emerging Markets Dividend GBP,,,
Europe,EUDV.L,SSGA SPDR ETFs Europe I plc,S&P Euro Dividend Aristocrats GBP,,,
World,GLDV.L,SSgA SPDR ETFs Europe I Plc,S&P GLOBAL DIV ARISTOCRATS UCITS US,,,
World,GBDV.L,SSGA SPDR ETFs Europe I plc,S&P Global Dividend Aristocrats UCITS ETF,,,
Asia Pacific,PADV.L,SSGA SPDR ETFs Europe I plc,S&P Pan Asia Dividend Aristocrats UCITS ETF,,,
Emerging Markets,XSFR.L,Xtrackers,S&P Select Frontier UCITS ETF,,,
North America,ISP6.L,iShares III plc,S&P SmallCap 600 (GBP),,,
North America,IDP6.L,iShares III plc,S&P SmallCap 600 (USD),,,
North America,USML.L,Invesco Markets Plc,S&P SmallCap 600 UCITS ETF USD,,,
UK,UKDV.L,SSGA SPDR ETFs Europe I plc,S&P UK Dividend Aristocrats GBP,,,
North America,SXLY.L,State Street Global Advisors Ltd (IE),S&P US Consumer Discretionary Select Sector UCITS,,,
North America,USDV.L,SSGA SPDR ETFs Europe I plc,S&P US Dividend Aristocrats,,,
North America,UDVD.L,SPDR ETFs Europe I plc,S&P US Dividend Aristocrats USD,,,
Asia Pacific,XAUS.L,Xtrackers,S&P/ASX 200 UCITS ETF (DR),,,
World,SGQL.L,Multi Units Luxembourg,SG Global Quality Income,,,
World,SGVB.L,Lyxor International Asset Management,SG Global Value Beta UCITS ETF,,,
World,SGVL.L,Lyxor International Asset Management,SG Global Value Beta UCITS ETF GBP,,,
Europe,LCPE.L,Ossiam ETF,Shiller Barclays Cape Europe Sector Value,,,
North America,CAPU.L,Ossiam ETF,Shiller Barclays Cape US Val Tr 1C (USD),,,
Europe,XSDX.L,Xtrackers,ShortDAX Daily UCITS ETF,,,
Europe,XSD2.L,Xtrackers,ShortDAX X2 Daily UCITS ETF,,,
Europe,7735877.L,UBS ETF SICAV,SMI (CHF) A-dis,,,
World,B3YLTY6.L,SSGA SPDR ETFs Europe I plc,SPDR MSCI ACWI IMI USD,,,
World,ACWI.L,SSGA SPDR ETFs Europe I plc,SPDR MSCI ACWI USD (GBP),,,
Emerging Markets,EMAS.L,SSGA SPDR ETFs Europe I plc,SPDR MSCI Emerging Markets Asia,,,
Europe,EUN.L,iShares II plc,STOXX Europe 50,,,
Europe,S6EW.L,Ossiam,STOXX Europe 600 Equal Weight NR UCITS ETF 1C,,,
Europe,S600.L,Invesco Markets plc,STOXX Europe 600 UCITS ETF,,,
Europe,XSX6.L,Xtrackers,Stoxx Europe 600 UCITS ETF (DR),,,
World,XGSD.L,Xtrackers,Stoxx Global Select Dividend 100 UCITS ETF,,,
World,FGLR.L,FIL Fund Management (Ireland) Limited,Sustain Res ENHD GBL Equity UCITS ETF Acc,,,
Emerging Markets,SUES.L,iShares IV plc,Sustainable MSCI Em Mkt SRI UCT USD,,,
Emerging Markets,FEMR.L,FIL Fund Management (Ireland) Limited,Sustainable Research Enhanced Emerging Markets Eq,,,
World,TSGB.L,VanEck Vectors ETFs,Sustainable World Equal Weight UCITS ETF,,,
Japan,SUJS.L,iShares IV plc,Sustainbale MSCI Japan SRI EUR Hedged UCITS ETF,,,
World,OPEN.L,Ishares Iv Plc,Thomson Reuters Inc & Div UCITS ETF,,,
Europe,B24H3F6.L,UBS AG,UBS-ETF SLIR,,,
Asia Pacific,INRU.L,Lyxor International Asset Management,UCITS MSCI India (Part USD) - Class C,,,
UK,WUKD.L,WisdomTree Issuer plc,UK Equity Income,,,
UK,LGUK.L,Legal & General,UK Equity UCITS ETF (GBP) Acc,,,
UK,FKU.L,First Trust Global Funds plc,United Kingdom AlphaDEX UCITS,,,
North America,UINC.L,First Trust Global Funds,US Equity Income UCITS ETF,,,
North America,DHS.L,WisdomTree Issuer plc,US Equity Income UCITS ETF,,,
North America,FPX.L,First Trust Global Funds Plc,US Equity Opportunities UCIT ETF,,,
North America,LGUG.L,Legal & General,US Equity UCITS ETF USD(GBP) ACC,,,
North America,FEX.L,First Trust Global Funds plc,US Large Cap Core AlphaDEX UCITS,,,
North America,BHNGHW4.L,Ossiam IRL ICAV,US Min Variance ESG NR UCITS ETF 1A US,,,
North America,FUSP.L,Fidelity UCITS ICAV,US Quality Income UCITS ETF ACC-GBP (hedged),,,
North America,FUQA.L,Fidelity UCITS ICAV,US Quality Income UCITS GBP ACC,,,
North America,FUSI.L,Fidelity UCITS ICAV,US Quality Income UCITS GBP INC,,,
North America,JURE.L,JPMorgan Funds ETFs (Ireland) ICAV,US Research Enhanced Index Equity (ESG) UCITS ETF,,,
Europe,VGER.L,Vanguard Funds plc,Vanguard Germany All Cap UCITS ETF,,,
Asia Pacific,CHIP.L,ICBC CREDIT SUISSE UCITS ETF SICAV,WisdomTree S&P China 500 B USD(GBP),,,
World,IWFM.L,iShares Edge IV plc,World Momentum Factor UCITS,,,
UK,XASX.L,Xtrackers,X MSCI UK ESG UCITS ETF (DR),,,
Europe,B1VWLN1.L,Lyxor International Asset Management,XBear DJ Eurostoxx 50,,,
Europe,XZEU.L,Xtrackers,Xtrackers MSCI Europe ESG UCITS ETF,,,
